Word,PoS,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize,Level
song,noun,6,4,6,3,0,65832126,4735,92.84313725,6334,166.108,4896,0.5444,12903,416.5188,12412,2648,75.1924,2316,0.2293,4.46,835.3084112,282.9104409,61,5903,-5842,4,6,1,1,0,0,0,0,0,12,a1
soon,adverb,1,1,0,0,0,77038135,9689,189.9803922,9534,250.0275,9210,1.0241,19641,634.0267,19413,5243,148.8797,5190,0.5137,1.79,865.9735683,374.346202,15,171,-156,4,7,1,1,0,0,0,0,0,3,a1
sorry,adjective,5,1,0,0,1,35595812,59455,1165.784314,4157,109.0166,4009,0.4458,15112,487.827,14880,968,27.4872,920,0.0911,1.9,880.71,368.3237268,424,3897,-3473,5,7,2,1,0,0,0,0,0,3,a1
sort,noun,6,2,4,1,0,86985936,3632,71.21568627,5913,155.0674,5638,0.6269,1360,43.9019,1349,2354,66.844,2299,0.2276,3.34,993.3345865,667.8124277,2956,2966,-10,4,7,1,1,0,0,0,0,0,4,a2
sort,verb,6,2,2,1,0,86985936,297,5.823529412,5913,155.0674,5638,0.6269,1360,43.9019,1349,2354,66.844,2299,0.2276,3.34,993.3345865,667.8124277,2956,2966,-10,4,7,1,1,0,0,0,0,0,4,b1
soul,noun,5,3,5,2,0,33173763,3881,76.09803922,3457,90.6592,3117,0.3466,2556,82.5097,2486,1061,30.1281,1000,0.099,1.86,942.5163934,631.1908692,1043,9746,-8703,4,8,1,1,0,0,0,0,0,7,b2
sound,adjective,23,5,0,0,2,100010833,140,2.745098039,5824,152.7334,5225,0.581,4994,161.2102,4886,3012,85.5285,2862,0.2833,3.7,851.4678899,304.4123467,353,13491,-13138,5,9,1,1,0,0,0,0,0,10,c1
sound,noun,23,4,8,6,1,100010833,3386,66.39215686,5824,152.7334,5225,0.581,4994,161.2102,4886,3012,85.5285,2862,0.2833,3.7,851.4678899,304.4123467,353,13491,-13138,5,9,1,1,0,0,0,0,0,10,a1
sound,verb,23,3,5,4,1,100010833,3480,68.23529412,5824,152.7334,5225,0.581,4994,161.2102,4886,3012,85.5285,2862,0.2833,3.7,851.4678899,304.4123467,353,13491,-13138,5,9,1,1,0,0,0,0,0,10,a1
soup,noun,4,0,3,1,0,10543301,1283,25.15686275,1844,48.3586,1456,0.1619,1407,45.419,1332,1151,32.6837,992,0.0982,4.72,859.1196172,259.0504481,3297,2383,914,4,7,1,1,0,0,0,0,0,1,a1
source,noun,11,6,9,7,1,179963886,1435,28.1372549,2839,74.4523,2665,0.2963,1330,42.9334,1292,2308,65.5378,2232,0.2209,2.96,934.527897,434.8450976,2945,4903,-1958,6,7,1,1,0,0,0,0,0,1,a2
south,noun,6,3,3,1,0,238581133,2810,55.09803922,5947,155.959,4959,0.5514,3340,107.8178,3280,9786,277.8823,9121,0.9029,3.84,910.3461538,426.2577298,2023,5571,-3548,5,8,1,1,0,0,0,0,0,20,a1
southern,adjective,4,2,0,0,2,51536707,589,11.54901961,1626,42.6416,1476,0.1641,879,28.3748,867,3121,88.6236,3024,0.2993,2.62,1065.043651,633.6330599,3512,8117,-4605,8,8,2,2,1,0,3,0,21,20,b1
sovereignty,noun,3,1,3,1,0,2885932,29,0.568627451,223,5.8481,200,0.0222,24,0.7747,23,72,2.0445,71,0.007,2.76,1855.689441,1580.263792,30055,22112,7943,11,13,4,2,1,0,3,0,580,2,c1
space,noun,9,6,9,5,0,121505269,3253,63.78431373,6779,177.7781,5850,0.6505,3226,104.1378,3096,6127,173.9817,5550,0.5494,3.54,883.5757576,469.2530643,2455,6203,-3748,5,9,1,1,0,0,0,0,0,17,a1
span,noun,7,3,6,3,0,9047179,74,1.450980392,483,12.6666,324,0.036,170,5.4877,167,676,19.1956,657,0.065,3,1136.082569,723.2446429,17374,11355,6019,4,7,1,1,0,0,0,0,0,4,c1
span,verb,7,1,1,0,0,9047179,26,0.509803922,483,12.6666,324,0.036,170,5.4877,167,676,19.1956,657,0.065,3,1136.082569,723.2446429,17374,11355,6019,4,7,1,1,0,0,0,0,0,4,c1
spare,adjective,13,5,0,0,0,10009522,537,10.52941176,923,24.2055,900,0.1001,377,12.1699,372,426,12.0967,415,0.0411,3.48,1024.806723,549.9628262,9913,6796,3117,5,8,1,1,0,0,0,0,0,7,b2
spare,verb,13,2,4,1,0,10009522,1021,20.01960784,923,24.2055,900,0.1001,377,12.1699,372,426,12.0967,415,0.0411,3.48,1024.806723,549.9628262,9913,6796,3117,5,8,1,1,0,0,0,0,0,7,c1
spark,verb,8,2,2,0,0,4842423,65,1.274509804,424,11.1193,391,0.0435,235,7.586,230,426,12.0967,423,0.0419,4.25,1058.410448,716.2577551,7860,491,7369,5,8,1,1,0,0,0,0,0,2,c1
speak,verb,5,4,4,4,0,31324712,9534,186.9411765,4115,107.9152,3826,0.4254,3837,123.8613,3749,2495,70.8478,2420,0.2395,3.7,942.255,526.1872433,871,4728,-3857,5,8,1,1,0,0,0,0,0,9,a1
speaker,noun,3,3,3,2,0,30732820,321,6.294117647,738,19.3539,687,0.0764,931,30.0534,919,1774,50.3743,1698,0.1681,4.69,845.0039841,302.3227216,179,548,-369,7,9,2,2,1,0,2,0,2274,9,a2
special,adjective,10,5,0,0,0,244311841,7558,148.1960784,7762,203.5571,7154,0.7955,7274,234.8103,7141,7643,217.0299,7299,0.7225,1.76,942.4008264,553.1610261,613,7387,-6774,7,10,2,1,0,0,0,0,0,8,a1
specialist,adjective,2,0,0,0,0,24419338,4,0.078431373,447,11.7225,427,0.0475,193,6.2302,190,747,21.2117,728,0.0721,3,959.696,367.2353179,3530,2181,1349,10,14,3,2,1,0,3,0,462,8,b2
specialist,noun,2,2,2,2,1,24419338,260,5.098039216,447,11.7225,427,0.0475,193,6.2302,190,747,21.2117,728,0.0721,3,959.696,367.2353179,3530,2181,1349,10,14,3,2,1,0,3,0,462,8,b2
species,noun,2,1,3,2,0,44159268,695,13.62745098,1171,30.7093,982,0.1092,201,6.4884,195,1029,29.2194,925,0.0916,3.36,1073.402174,562.4970702,4206,7368,-3162,7,11,2,1,0,0,0,0,0,3,b2
specific,adjective,6,0,0,0,2,107785779,906,17.76470588,2711,71.0955,2536,0.282,817,26.3734,807,2098,59.5746,2040,0.2019,2.18,1004.335938,585.6566923,2240,9046,-6806,8,11,3,2,1,0,2,0,1014,9,a2
specify,verb,7,7,7,7,1,19002536,46,0.901960784,101,2.6487,101,0.0112,54,1.7432,54,221,6.2755,221,0.0219,2.3,1096.379913,633.9010381,2561,10117,-7556,7,13,3,2,1,0,3,0,153,9,b2
specimen,noun,2,0,2,1,0,3554108,238,4.666666667,80,2.098,77,0.0086,25,0.807,25,43,1.221,43,0.0043,4.45,1160.050926,876.2523329,16159,523,15636,8,11,3,1,0,0,0,0,0,1,c1
spectacle,noun,3,0,3,1,0,1386188,131,2.568627451,181,4.7467,178,0.0198,57,1.84,56,226,6.4175,226,0.0224,3.45,1279.515419,785.9770615,10882,1454,9428,9,13,3,2,1,0,4,0,3,26,c1
spectacular,adjective,4,2,0,0,0,10602657,287,5.62745098,651,17.0724,636,0.0707,336,10.8463,330,606,17.2079,602,0.0596,1.82,1134.420849,731.6640986,3031,1874,1157,11,14,4,3,2,0,6,0,132,26,b2
spectator,noun,2,2,2,1,0,2235338,46,0.901960784,101,2.6487,100,0.0111,47,1.5172,47,129,3.6631,129,0.0128,4.07,1160.287313,714.2824662,8134,7054,1080,9,13,3,3,2,0,5,0,1226,26,b2
spectrum,noun,2,0,2,1,0,15371128,110,2.156862745,558,14.6335,496,0.0552,146,4.713,146,476,13.5165,447,0.0442,2.97,985.337963,374.0767757,3180,12221,-9041,8,11,2,2,1,0,3,0,39,11,c1
speculate,verb,4,3,4,4,0,962777,62,1.215686275,128,3.3568,127,0.0141,25,0.807,23,194,5.5088,194,0.0192,1.68,1101.150538,598.3596512,6263,1270,4993,9,15,3,2,1,0,3,0,937,6,b2
speech,noun,8,6,8,5,0,31119662,1936,37.96078431,1885,49.4338,1625,0.1807,1495,48.2598,1446,2351,66.7588,2237,0.2214,3.37,906.0614035,514.7564889,3014,2781,233,6,10,1,1,0,0,0,0,0,5,a2
speed,noun,10,5,5,4,0,83135749,1675,32.84313725,2330,61.1038,2057,0.2287,1301,41.9973,1247,2628,74.6244,2455,0.243,3.62,841.7014218,325.9316185,833,5166,-4333,5,8,1,1,0,0,0,0,0,13,a2
speed,verb,10,4,5,3,3,83135749,416,8.156862745,2330,61.1038,2057,0.2287,1301,41.9973,1247,2628,74.6244,2455,0.243,3.62,841.7014218,325.9316185,833,5166,-4333,5,8,1,1,0,0,0,0,0,13,b2
spell,noun,10,4,4,3,0,8506049,1190,23.33333333,710,18.6196,664,0.0738,1088,35.1215,1059,282,8.0076,279,0.0276,3.32,958.6040816,539.5813442,1458,2536,-1078,5,7,1,1,0,0,0,0,0,7,c1
spell,verb,10,3,5,2,1,8506049,677,13.2745098,710,18.6196,664,0.0738,1088,35.1215,1059,282,8.0076,279,0.0276,3.32,958.6040816,539.5813442,1458,2536,-1078,5,7,1,1,0,0,0,0,0,7,a1
spelling,noun,1,0,1,1,0,7368045,205,4.019607843,384,10.0703,345,0.0384,472,15.2365,467,151,4.2878,140,0.0139,3.63,905.5315985,358.4025138,1722,69,1653,8,9,2,1,0,0,0,0,0,7,a1
spend,verb,3,2,2,3,0,26713310,4694,92.03921569,5531,145.0495,5210,0.5793,3488,112.5953,3414,3842,109.0971,3720,0.3682,2.93,943.6307054,527.437643,629,6343,-5714,5,8,1,1,0,0,0,0,0,4,a1
spending,noun,1,2,2,2,1,19521910,140,2.745098039,2747,72.0396,2578,0.2867,2004,64.6907,1990,5759,163.532,5342,0.5288,3.31,1091.613043,732.0577403,2994,11943,-8949,8,10,2,1,0,0,0,0,0,4,b1
sphere,noun,7,4,7,4,0,5522351,126,2.470588235,221,5.7957,207,0.023,56,1.8077,56,49,1.3914,49,0.0049,4.44,1063.47032,482.910958,8657,2922,5735,6,8,1,1,0,0,0,0,0,10,c1
spice,noun,5,1,3,3,0,7120274,233,4.568627451,765,20.062,676,0.0752,419,13.5256,402,435,12.3522,406,0.0402,4.54,972.6306306,525.8640195,4344,816,3528,5,9,1,1,0,0,0,0,0,7,b2
spicy,adjective,2,3,0,0,0,3170817,168,3.294117647,698,18.3049,639,0.0711,452,14.5909,443,607,17.2363,579,0.0573,3.31,1009.267857,490.2106801,3917,7093,-3176,5,10,2,2,1,0,1,0,2486,7,b1
spider,noun,3,1,3,1,0,9436277,514,10.07843137,405,10.6211,317,0.0353,408,13.1706,379,101,2.868,98,0.0097,4.97,938.6025105,490.0465732,1970,2393,-423,6,10,2,1,0,0,0,0,0,2,a2
spill,verb,9,5,6,2,0,3890646,372,7.294117647,286,7.5003,270,0.03,262,8.4576,256,506,14.3683,468,0.0463,4.07,1115.596567,646.6653323,15997,6438,9559,5,7,1,1,0,0,0,0,0,4,b2
spin,noun,13,2,5,2,0,12671696,321,6.294117647,684,17.9378,648,0.0721,664,21.4344,641,513,14.5671,506,0.0501,3.9,1037.76569,604.5441816,8344,10734,-2390,4,7,1,1,0,0,0,0,0,6,c1
spin,verb,13,3,8,3,0,12671696,425,8.333333333,684,17.9378,648,0.0721,664,21.4344,641,513,14.5671,506,0.0501,3.9,1037.76569,604.5441816,8344,10734,-2390,4,7,1,1,0,0,0,0,0,6,c1
spine,noun,5,4,5,3,0,5370074,291,5.705882353,382,10.0179,353,0.0393,119,3.8414,116,210,5.9631,193,0.0191,4.88,997.7230047,528.6298713,14964,6778,8186,5,9,1,1,0,0,0,0,0,8,c1
spirit,noun,9,6,8,6,0,36971683,2510,49.21568627,4341,113.842,3614,0.4019,1533,49.4864,1480,1458,41.4012,1391,0.1377,1.6,969.4032922,461.9294626,2846,7350,-4504,6,9,2,1,0,0,0,0,0,15,b1
spiritual,adjective,5,3,0,0,0,19850597,453,8.882352941,2411,63.2281,2049,0.2278,366,11.8148,346,458,13.0053,440,0.0436,1.79,1007.187713,574.3111379,3682,3311,371,9,17,4,2,1,0,2,0,1431,15,b2
spite,noun,3,2,2,0,0,4493143,105,2.058823529,604,15.8398,583,0.0648,162,5.2295,159,182,5.1681,181,0.0179,2.07,1229.588235,727.5671838,18957,8863,10094,5,9,1,1,0,0,0,0,0,4,b2
split,noun,19,5,10,1,0,19998411,154,3.019607843,1246,32.6761,1183,0.1315,591,19.0779,582,1514,42.9914,1474,0.1459,3.96,1008.767442,415.1024329,6026,7616,-1590,5,8,1,1,0,0,0,0,0,3,b2
split,verb,19,5,4,5,1,19998411,1635,32.05882353,1246,32.6761,1183,0.1315,591,19.0779,582,1514,42.9914,1474,0.1459,3.96,1008.767442,415.1024329,6026,7616,-1590,5,8,1,1,0,0,0,0,0,3,b2
spoil,verb,11,8,8,4,0,1419320,572,11.21568627,297,7.7888,292,0.0325,205,6.6176,201,79,2.2433,79,0.0078,2.82,1080.95671,661.1741847,7654,10459,-2805,5,9,1,1,0,0,0,0,0,8,b2
spoken,adjective,1,0,0,0,1,10290440,25,0.490196078,993,26.0413,963,0.1071,454,14.6555,449,683,19.3944,669,0.0662,3.28,926.0364372,567.3321774,565,6433,-5868,6,11,2,2,1,0,2,0,204,13,b1
spokesman,noun,1,0,1,0,0,5126711,60,1.176470588,372,9.7556,364,0.0405,82,2.647,81,5879,166.9395,5821,0.5762,4.11,1213.069959,740.2670554,12433,7682,4751,9,13,2,2,0,0,0,0,0,224,b2
spokesperson,noun,1,1,1,1,0,1656553,44,0.862745098,194,5.0876,189,0.021,57,1.84,57,234,6.6446,234,0.0232,3.89,1507.17316,982.0145732,15584,7017,8567,9,13,2,2,0,0,0,0,0,224,b2
sponsor,noun,5,2,2,1,0,33988132,208,4.078431373,503,13.1911,462,0.0514,662,21.3699,655,880,24.9884,808,0.08,3.28,983.9453782,560.5075845,2450,5855,-3405,7,9,2,1,0,0,0,0,0,3,b2
sponsor,verb,5,2,3,1,1,33988132,64,1.254901961,503,13.1911,462,0.0514,662,21.3699,655,880,24.9884,808,0.08,3.28,983.9453782,560.5075845,2450,5855,-3405,7,9,2,1,0,0,0,0,0,3,b2
spoon,noun,5,1,3,1,0,4000406,360,7.058823529,930,24.3891,860,0.0956,252,8.1348,245,389,11.046,368,0.0364,4.96,911.4917355,468.69858,2854,2717,137,5,8,1,1,0,0,0,0,0,11,a2
sport,noun,9,5,7,4,0,62683851,1015,19.90196078,1073,28.1392,911,0.1013,943,30.4408,920,1865,52.9584,1765,0.1747,3.48,888.6232558,404.6014104,41,4622,-4581,5,8,1,1,0,0,0,0,0,17,a1
sporting,adjective,4,2,0,0,0,24320042,90,1.764705882,393,10.3064,388,0.0431,468,15.1074,461,818,23.2279,797,0.0789,2.93,1199.186441,804.5347639,7531,6585,946,8,10,2,1,0,0,0,0,0,17,b2
spot,noun,19,10,14,6,0,26750929,2685,52.64705882,3110,81.5592,2931,0.3259,2965,95.7125,2930,4204,119.3764,4064,0.4023,4.21,1005.528139,520.5293024,2532,11197,-8665,4,7,1,1,0,0,0,0,0,14,b1
spot,verb,19,4,5,4,0,26750929,421,8.254901961,3110,81.5592,2931,0.3259,2965,95.7125,2930,4204,119.3764,4064,0.4023,4.21,1005.528139,520.5293024,2532,11197,-8665,4,7,1,1,0,0,0,0,0,14,b2
spotlight,noun,4,2,2,0,0,10022271,142,2.784313725,377,9.8868,359,0.0399,240,7.7474,238,684,19.4228,684,0.0677,4.63,1087.657627,492.5141264,5120,1860,3260,9,12,2,2,0,0,0,0,0,59,c1
spouse,noun,1,1,1,1,0,9858936,97,1.901960784,524,13.7418,462,0.0514,145,4.6807,141,312,8.8595,288,0.0285,3.85,985.3484163,476.6623646,15881,5411,10470,6,9,1,1,0,0,0,0,0,3,c1
spread,noun,22,9,10,6,0,24520573,323,6.333333333,2635,69.1024,2505,0.2786,2068,66.7566,2051,2057,58.4104,1999,0.1979,3.68,981.536,444.3889093,4243,9229,-4986,6,8,1,1,0,0,0,0,0,7,b2
spread,verb,22,8,8,8,2,24520573,1274,24.98039216,2635,69.1024,2505,0.2786,2068,66.7566,2051,2057,58.4104,1999,0.1979,3.68,981.536,444.3889093,4243,9229,-4986,6,8,1,1,0,0,0,0,0,7,b1
spring,noun,11,4,6,3,0,64814116,1374,26.94117647,5353,140.3815,4795,0.5332,5594,180.5786,5442,6831,193.9724,6453,0.6388,3.89,894.9825328,369.5197329,720,2397,-1677,6,8,1,1,0,0,0,0,0,14,a1
spring,verb,11,3,5,3,0,64814116,208,4.078431373,5353,140.3815,4795,0.5332,5594,180.5786,5442,6831,193.9724,6453,0.6388,3.89,894.9825328,369.5197329,720,2397,-1677,6,8,1,1,0,0,0,0,0,14,b2
spy,noun,5,1,2,2,0,20024908,856,16.78431373,426,11.1718,383,0.0426,276,8.9095,272,324,9.2003,306,0.0303,4.14,912.9186603,533.7233042,6548,53,6495,3,8,1,1,0,0,0,0,0,2,c1
spy,verb,5,3,4,1,0,20024908,164,3.215686275,426,11.1718,383,0.0426,276,8.9095,272,324,9.2003,306,0.0303,4.14,912.9186603,533.7233042,6548,53,6495,3,8,1,1,0,0,0,0,0,2,c1
squad,noun,2,2,3,3,0,8744772,1096,21.49019608,471,12.3519,399,0.0444,511,16.4955,506,938,26.6354,901,0.0892,3.65,1119.109375,557.1131576,9886,5844,4042,5,8,1,1,0,0,0,0,0,1,c1
square,adjective,25,1,0,0,2,44784448,542,10.62745098,2288,60.0024,2008,0.2233,1432,46.2261,1405,3850,109.3242,3554,0.3518,4.33,906.578125,347.7617081,495,113,382,6,9,1,1,0,0,0,0,0,6,a2
square,noun,25,5,8,3,0,44784448,805,15.78431373,2288,60.0024,2008,0.2233,1432,46.2261,1405,3850,109.3242,3554,0.3518,4.33,906.578125,347.7617081,495,113,382,6,9,1,1,0,0,0,0,0,6,a2
squeeze,verb,17,8,9,8,0,3015480,649,12.7254902,669,17.5444,645,0.0717,242,7.8119,241,385,10.9324,373,0.0369,3.75,1005.108333,735.9381545,6462,618,5844,7,9,1,1,0,0,0,0,0,2,c1
stab,verb,6,3,3,2,0,1645553,301,5.901960784,183,4.7991,179,0.0199,174,5.6169,172,145,4.1174,143,0.0142,4.07,1078.471111,606.0409509,17669,374,17295,4,7,1,1,0,0,0,0,0,2,c1
stability,noun,3,2,3,1,3,14458903,90,1.764705882,365,9.5721,346,0.0385,96,3.099,94,550,15.6177,540,0.0535,2.41,1004.228137,507.9727044,3370,2649,721,9,12,4,2,1,0,3,0,580,11,c1
stable,adjective,7,1,0,0,1,18225829,638,12.50980392,591,15.4989,561,0.0624,148,4.7776,148,819,23.2562,793,0.0785,3.77,1027.55042,546.7016438,5151,11820,-6669,6,12,2,1,0,0,0,0,0,11,b2
stadium,noun,1,1,1,1,0,10797095,312,6.117647059,479,12.5617,411,0.0457,1115,35.9931,1081,4531,128.6619,4013,0.3972,4.79,996.1312741,705.4046602,4105,6317,-2212,7,13,3,1,0,0,0,0,0,1,b1
staff,noun,8,2,6,3,0,151553180,1603,31.43137255,2776,72.8001,2469,0.2746,2166,69.9202,2130,7591,215.5533,7222,0.7149,4.36,858.8859649,325.3672478,3012,3124,-112,5,8,1,1,0,0,0,0,0,5,b1
stage,noun,10,5,8,4,0,52518330,2283,44.76470588,3633,95.2748,3247,0.3611,2942,94.97,2893,3975,112.8737,3746,0.3708,4.64,1040.41704,785.9744231,3081,1784,1297,5,11,1,1,0,0,0,0,0,12,a2
stage,verb,10,2,2,2,0,52518330,33,0.647058824,3633,95.2748,3247,0.3611,2942,94.97,2893,3975,112.8737,3746,0.3708,4.64,1040.41704,785.9744231,3081,1784,1297,5,11,1,1,0,0,0,0,0,12,b2
stair,noun,1,1,1,1,0,2012524,68,1.333333333,76,1.9931,63,0.007,43,1.3881,41,25,0.7099,23,0.0023,4.93,1284.649123,959.8609066,8050,11556,-3506,5,8,1,1,0,0,0,0,0,7,a2
stake,noun,9,3,5,3,0,5061965,634,12.43137255,403,10.5686,380,0.0423,129,4.1642,128,1013,28.7651,978,0.0968,4.21,1130.995652,779.6701603,12988,3719,9269,5,9,1,1,0,0,0,0,0,4,c1
stall,noun,14,4,7,3,0,2114252,200,3.921568627,358,9.3885,312,0.0347,161,5.1972,136,188,5.3384,176,0.0174,4.37,1088.953917,530.5724352,19084,5068,14016,5,8,1,1,0,0,0,0,0,7,b2
stamp,noun,16,7,9,3,0,9760468,220,4.31372549,2806,73.5869,2335,0.2596,222,7.1663,214,296,8.4052,285,0.0282,4.7,989.7288136,554.7568018,6914,6979,-65,5,8,1,1,0,0,0,0,0,1,a2
stance,noun,2,1,2,2,0,3257959,95,1.862745098,322,8.4444,305,0.0339,136,4.3902,135,436,12.3806,432,0.0428,4.04,1134.76,755.9103749,26350,1724,24626,6,9,1,1,0,0,0,0,0,4,b2
stand,noun,24,6,12,8,0,46292709,1297,25.43137255,5205,136.5002,4943,0.5497,4338,140.034,4256,3871,109.9206,3765,0.3727,4.16,942.8978723,429.2743208,682,8742,-8060,5,8,1,1,0,0,0,0,0,27,b2
stand,verb,24,5,12,4,2,46292709,10204,200.0784314,5205,136.5002,4943,0.5497,4338,140.034,4256,3871,109.9206,3765,0.3727,4.16,942.8978723,429.2743208,682,8742,-8060,5,8,1,1,0,0,0,0,0,27,a1
standard,adjective,11,1,0,0,3,147177212,655,12.84313725,2231,58.5076,2074,0.2306,726,23.4358,713,2637,74.88,2557,0.2531,1.83,972.0646552,505.5129581,2518,4331,-1813,8,10,2,1,0,0,0,0,0,5,b1
standard,noun,11,4,6,4,0,147177212,284,5.568627451,2231,58.5076,2074,0.2306,726,23.4358,713,2637,74.88,2557,0.2531,1.83,972.0646552,505.5129581,2518,4331,-1813,8,10,2,1,0,0,0,0,0,5,b1
standing,adjective,9,0,0,0,3,27936222,6,0.117647059,2932,76.8912,2827,0.3144,1565,50.5194,1558,2387,67.781,2341,0.2317,4.04,993.7490909,555.580763,1677,6845,-5168,8,10,2,1,0,0,0,0,0,27,c1
star,noun,12,5,8,5,0,122498186,3913,76.7254902,3578,93.8324,3136,0.3487,3607,116.4367,3514,5110,145.1031,4858,0.4809,4.69,942.2767857,602.7053093,1633,10681,-9048,4,7,1,1,0,0,0,0,0,17,a1
star,verb,12,1,3,2,0,122498186,128,2.509803922,3578,93.8324,3136,0.3487,3607,116.4367,3514,5110,145.1031,4858,0.4809,4.69,942.2767857,602.7053093,1633,10681,-9048,4,7,1,1,0,0,0,0,0,17,a2
stare,verb,3,1,2,2,0,1925618,463,9.078431373,589,15.4464,564,0.0627,454,14.6555,446,155,4.4014,153,0.0151,4.1,1119.248963,776.8643947,10663,10524,139,5,8,1,1,0,0,0,0,0,1,b2
stark,adjective,5,4,0,0,0,3479265,38,0.745098039,388,10.1752,363,0.0404,139,4.487,131,602,17.0943,548,0.0542,2.13,1306.676768,782.8626738,22138,8428,13710,5,8,1,1,0,0,0,0,0,5,c1
start,noun,22,7,8,4,2,161913408,1993,39.07843137,15048,394.6312,14022,1.5592,17549,566.4953,17262,12476,354.2673,11937,1.1816,2.71,860.2843602,382.6038168,16,223,-207,5,8,1,1,0,0,0,0,0,5,a2
start,verb,22,13,8,10,5,161913408,15336,300.7058824,15048,394.6312,14022,1.5592,17549,566.4953,17262,12476,354.2673,11937,1.1816,2.71,860.2843602,382.6038168,16,223,-207,5,8,1,1,0,0,0,0,0,5,a1
starve,verb,5,4,5,0,2,540312,314,6.156862745,99,2.5963,96,0.0107,85,2.7439,85,30,0.8519,30,0.003,3.48,1117.792271,688.1846743,10774,3788,6986,6,8,1,1,0,0,0,0,0,3,b2
state,noun,11,5,8,7,0,453104133,4740,92.94117647,10728,281.3399,9060,1.0075,6941,224.0608,6686,54225,1539.768,46836,4.6361,3.52,929.4271845,410.3062533,412,3952,-3540,5,9,1,1,0,0,0,0,0,30,a2
state,verb,11,3,3,2,0,453104133,624,12.23529412,10728,281.3399,9060,1.0075,6941,224.0608,6686,54225,1539.768,46836,4.6361,3.52,929.4271845,410.3062533,412,3952,-3540,5,9,1,1,0,0,0,0,0,30,b1
statement,noun,7,4,7,6,0,100868970,1489,29.19607843,2427,63.6476,2297,0.2554,983,31.732,970,6973,198.0047,6841,0.6772,2.96,951.9225352,521.5413833,3105,3431,-326,9,13,2,2,1,0,4,0,288,30,a1
station,noun,5,2,5,3,0,61892291,3985,78.1372549,2512,65.8768,2183,0.2427,2207,71.2437,2141,3792,107.6773,3451,0.3416,4.32,925.0775862,328.444363,699,646,53,7,11,2,2,1,0,3,0,1599,15,a1
statistic,noun,1,0,1,1,0,2384948,31,0.607843137,97,2.5438,94,0.0105,63,2.0337,62,134,3.8051,134,0.0133,2.88,1063.521008,503.0061336,3314,4129,-815,9,12,3,1,0,0,0,0,0,4,b1
statue,noun,1,0,1,1,0,4753368,537,10.52941176,333,8.7329,290,0.0322,200,6.4562,192,425,12.0683,385,0.0381,4.93,1006.479638,583.1303501,4758,2546,2212,6,11,2,1,0,0,0,0,0,3,b1
status,noun,2,2,2,2,0,128994593,750,14.70588235,1710,44.8444,1615,0.1796,1517,48.9699,1492,2353,66.8156,2286,0.2263,2.24,931.6894977,438.6259032,3583,7671,-4088,6,11,2,1,0,0,0,0,0,1,b2
stay,noun,16,1,5,4,0,80694073,704,13.80392157,7140,187.2452,6770,0.7528,12109,390.8879,11907,5792,164.4691,5594,0.5537,2.15,860.4495798,348.4812067,1087,5839,-4752,4,8,1,1,0,0,0,0,0,6,a2
stay,verb,16,8,8,5,3,80694073,25571,501.3921569,7140,187.2452,6770,0.7528,12109,390.8879,11907,5792,164.4691,5594,0.5537,2.15,860.4495798,348.4812067,1087,5839,-4752,4,8,1,1,0,0,0,0,0,6,a1
steadily,adverb,1,1,0,0,1,2632187,61,1.196078431,289,7.579,287,0.0319,41,1.3235,41,396,11.2448,396,0.0392,2.37,1128.451327,677.4737977,15083,2131,12952,8,10,3,2,1,0,2,0,2898,7,b2
steady,adjective,10,3,0,0,1,8194131,886,17.37254902,710,18.6196,694,0.0772,310,10.007,309,931,26.4366,925,0.0916,2.25,1042.900685,665.5817188,8571,6309,2262,6,8,2,1,0,0,0,0,0,7,b2
steal,verb,5,1,3,1,0,6257493,2654,52.03921569,739,19.3801,710,0.079,1011,32.6359,983,681,19.3376,664,0.0657,3.84,993.4545455,559.371982,2056,5401,-3345,5,8,1,1,0,0,0,0,0,2,a2
steam,noun,7,0,1,1,0,11141309,665,13.03921569,676,17.728,592,0.0658,255,8.2316,250,445,12.6362,416,0.0412,4.5,945.2801556,334.9978651,5789,710,5079,5,8,1,1,0,0,0,0,0,9,b2
steel,noun,5,1,3,2,0,49452604,880,17.25490196,825,21.6355,748,0.0832,356,11.492,345,1217,34.5578,1094,0.1083,4.87,1039.875,623.87123,2622,6221,-3599,5,8,1,1,0,0,0,0,0,8,b2
steep,adjective,6,1,0,0,1,3399504,120,2.352941176,423,11.0931,402,0.0447,76,2.4533,76,617,17.5203,611,0.0605,3.76,1053.407583,692.0507171,20995,14709,6286,5,8,1,1,0,0,0,0,0,7,b2
steer,verb,5,2,3,1,0,2159937,233,4.568627451,193,5.0614,187,0.0208,86,2.7761,85,243,6.9002,236,0.0234,4.19,1147.479592,624.3097888,19963,11575,8388,5,8,1,1,0,0,0,0,0,4,c1
