Word,Definition,PoS1,PoS2,PoS3,PoS4,PoS5,PoS6,PoS7,PoS8,PoS9,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize
caucus,To hold or meet in a caucus or caucuses.,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1831830,15,0.294117647,82,2.1504,70,0.0078,123,3.9705,119,475,13.4881,448,0.0443,3.11,1559.392308,1062.202564,42415,30744,11671,6,9,2,1,0,0,0,0,0,1
buttonhole,To hold at the button or buttonhole; to detain in conversation to weariness; to bore.,0,0,0,0,0,0,0,0,1,2,1,1,0,0,95261,11,0.215686275,18,0.472,14,0.0016,1,0.0323,1,4,0.1136,3,0.0003,4.7,1707.195652,962.2922569,21822,20269,1553,10,14,3,2,0,0,0,0,0,30
withhold,To hold back; to restrain; to keep from action.,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1201289,53,1.039215686,56,1.4686,55,0.0061,23,0.7425,22,107,3.0384,105,0.0104,2.68,1148.239583,591.6595569,19758,6073,13685,8,12,2,2,0,0,0,0,0,46
refrain,To hold back; to restrain; to keep within prescribed bounds; to curb; to govern.,0,0,0,0,0,0,0,0,1,3,1,1,1,2,1996424,81,1.588235294,202,5.2974,195,0.0217,87,2.8084,87,152,4.3162,152,0.015,2.61,1057.484848,458.9559593,16828,7494,9334,7,11,2,1,0,0,0,0,0,1
clinch,To hold fast; to grasp something firmly; to seize or grasp one another.,0,0,0,0,0,0,0,0,1,11,3,5,2,0,578103,18,0.352941176,20,0.5245,20,0.0022,51,1.6463,50,139,3.947,138,0.0137,2.92,1139.430233,529.4326665,28297,16810,11487,6,10,1,1,0,0,0,0,0,2
clinch,To hold firmly; to hold fast by grasping or embracing tightly.,0,0,0,0,0,0,0,0,1,11,3,5,2,0,578103,18,0.352941176,20,0.5245,20,0.0022,51,1.6463,50,139,3.947,138,0.0137,2.92,1139.430233,529.4326665,28297,16810,11487,6,10,1,1,0,0,0,0,0,2
repute,To hold in thought; to account; to estimate; to hold; to think; to reckon.,0,0,0,0,0,0,0,0,1,2,1,1,1,1,219852,11,0.215686275,19,0.4983,19,0.0021,1,0.0323,1,6,0.1704,6,0.0006,1.76,1622.398734,1446.624487,28877,22412,6465,6,10,2,1,0,0,0,0,0,9
abstain,To hold one's self aloof; to forbear or refrain voluntarily and especially from an indulgence of the passions or appetites; -- with from.,0,0,0,0,0,0,0,0,1,2,1,1,1,1,857265,26,0.509803922,45,1.1801,43,0.0048,6,0.1937,6,30,0.8519,29,0.0029,2.38,1203.424581,772.0127704,32477,18668,13809,7,11,2,1,0,0,0,0,0,2
bridle,To hold up the head and draw in the chin as an expression of pride scorn or resentment; to assume a lofty manner; -- usually with up.,0,0,0,0,0,0,0,0,1,4,1,2,1,1,549609,14,0.274509804,21,0.5507,21,0.0023,3,0.0968,2,10,0.284,10,0.001,4.27,1332.476563,863.3302756,39592,21364,18228,6,12,2,1,0,0,0,0,0,2
excavate,To hollow out; to form cavity or hole in; to make hollow by cutting scooping or digging.,0,0,0,0,0,0,0,0,1,4,3,4,3,0,158855,10,0.196078431,10,0.2622,10,0.0011,8,0.2582,8,10,0.284,10,0.001,3.79,1378.7109,797.7162981,24744,15933,8811,8,14,3,1,0,0,0,0,0,3
colt,To horse; to get with young.,0,0,0,0,0,0,0,0,1,2,1,2,1,0,2577919,153,3,71,1.862,56,0.0062,168,5.4232,164,461,13.0905,423,0.0419,4.96,1377.104712,826.0569494,27638,13397,14241,4,9,1,1,0,0,0,0,0,4
nestle,To house as in a nest.,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1460619,11,0.215686275,62,1.6259,62,0.0069,23,0.7425,22,78,2.2149,73,0.0072,3.41,1418.366279,876.092514,26471,19884,6587,6,9,2,1,0,0,0,0,0,1
inn,To house; to lodge.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,66007529,420,8.235294118,337,8.8378,292,0.0325,385,12.4281,378,780,22.1488,697,0.069,4.64,1186.729469,849.987084,18292,12463,5829,3,5,1,1,0,0,0,0,0,4
jack,To hunt game at night by means of a jack.,0,0,0,0,0,0,0,0,1,13,7,12,5,0,46728329,12306,241.2941176,2507,65.7456,1997,0.2221,1917,61.8822,1848,2143,60.8524,2023,0.2002,4.3,1217.04,742.0194472,5782,7383,-1601,4,8,1,1,0,0,0,0,0,14
hurl,To hurl one's self; to go quickly.,0,0,0,0,0,0,0,0,1,4,1,1,2,0,334231,63,1.235294118,51,1.3375,51,0.0057,26,0.8393,26,20,0.5679,20,0.002,4.1,1135.259259,556.7861366,31934,13363,18571,4,7,1,1,0,0,0,0,0,2
whir,To hurry a long with a whizzing sound.,0,0,0,0,0,0,0,0,1,2,1,1,0,0,100120,5,0.098039216,9,0.236,9,0.001,3,0.0968,3,10,0.284,10,0.001,2.62,1459.19403,838.610146,52844,45096,7748,4,6,1,1,0,0,0,0,0,1
truant,To idle away time; to loiter or wander; to play the truant.,0,0,0,0,0,0,0,0,1,3,2,2,0,0,146395,18,0.352941176,8,0.2098,7,0.0008,3,0.0968,3,10,0.284,10,0.001,2.92,1327.061947,867.19887,46318,27869,18449,6,10,2,2,1,0,3,0,464,2
truant,To idle away; to waste.,0,0,0,0,0,0,0,0,1,3,2,2,0,0,146395,18,0.352941176,8,0.2098,7,0.0008,3,0.0968,3,10,0.284,10,0.001,2.92,1327.061947,867.19887,46318,27869,18449,6,10,2,2,1,0,3,0,464,2
tinge,To imbue or impregnate with something different or foreign.,0,0,0,0,0,0,0,0,1,4,2,2,1,0,224709,9,0.176470588,65,1.7046,64,0.0071,6,0.1937,6,32,0.9087,32,0.0032,2.65,1265.565657,712.9171054,47050,26842,20208,5,9,1,1,0,0,0,0,0,2
counterfeit,To imitate or put on a semblance of; to mimic.,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1068957,119,2.333333333,68,1.7833,59,0.0066,32,1.033,31,139,3.947,126,0.0125,3.64,1334.611111,898.9160794,26162,8809,17353,11,14,3,1,0,0,0,0,0,2
mimic,To imitate or ape for sport; to ridicule by imitation.,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1187154,31,0.607843137,123,3.2257,121,0.0135,38,1.2267,38,123,3.4927,122,0.0121,3.22,1054.545455,509.9254281,10351,10941,-590,5,8,2,1,0,0,0,0,0,2
mock,To imitate; to mimic; esp. to mimic in sport contempt or derision; to deride by mimicry.,0,0,0,0,0,0,0,0,1,4,1,1,2,0,3161760,164,3.215686275,249,6.53,235,0.0261,235,7.586,229,293,8.32,269,0.0266,2.43,1054.530806,601.3316356,18511,310,18201,4,6,1,1,0,0,0,0,0,5
impediment,To impede.,0,0,0,0,0,0,0,0,1,2,2,2,2,0,521719,30,0.588235294,46,1.2063,44,0.0049,21,0.6779,21,41,1.1642,41,0.0041,2.56,1274.418478,761.1587614,25848,9933,15915,10,13,4,3,1,2,4,658,288,17
impulse,To impel; to incite.,0,0,0,0,0,0,0,0,1,6,6,6,2,0,3213161,269,5.274509804,245,6.4251,227,0.0252,88,2.8407,87,114,3.2371,111,0.011,2.52,979.2818533,604.2232775,2657,5217,-2560,7,9,2,2,0,2,0,358,0,24
contraband,To import illegally as prohibited goods; to smuggle.,0,0,0,0,0,0,0,0,1,2,1,1,0,0,455603,32,0.62745098,30,0.7867,29,0.0032,36,1.1621,36,75,2.1297,70,0.0069,3.33,1309.635,782.5655538,18476,17058,1418,10,14,3,2,0,0,0,0,0,49
smuggle,To import or export in violation of the customs laws.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,213470,102,2,32,0.8392,32,0.0036,19,0.6133,19,58,1.647,58,0.0057,3,1140.651452,709.7468584,13054,10108,2946,7,10,2,1,0,0,0,0,0,2
smuggle,To import or export secretly contrary to the law; to import or export without paying the duties imposed by law.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,213470,102,2,32,0.8392,32,0.0036,19,0.6133,19,58,1.647,58,0.0057,3,1140.651452,709.7468584,13054,10108,2946,7,10,2,1,0,0,0,0,0,2
oppress,To impose excessive burdens upon; to overload; hence to treat with unjust rigor or with cruelty.,0,0,0,0,0,0,0,0,1,2,2,1,2,0,201953,11,0.215686275,38,0.9965,34,0.0038,7,0.226,7,6,0.1704,6,0.0006,1.64,1167.606742,678.446899,29630,17878,11752,7,8,2,2,0,1,0,9,0,73
penance,To impose penance; to punish.,0,0,0,0,0,0,0,0,1,3,2,3,1,0,376603,73,1.431372549,66,1.7308,59,0.0066,8,0.2582,8,22,0.6247,22,0.0022,1.52,1379.426573,956.9930055,38149,23727,14422,7,9,2,1,0,0,0,0,0,1
gall,To impregnate with a decoction of gallnuts.,0,0,0,0,0,0,0,0,1,8,4,6,4,0,1441714,87,1.705882353,89,2.334,62,0.0069,27,0.8716,27,65,1.8457,61,0.006,2.6,1469.631206,920.6701939,36392,26195,10197,4,7,1,1,0,0,0,0,0,5
hop,To impregnate with hops.,0,0,0,0,0,0,0,0,1,9,2,3,1,0,22924925,804,15.76470588,2343,61.4448,1883,0.2094,1471,47.485,1429,277,7.8657,266,0.0263,3.8,1235.145833,957.6529444,14062,288,13774,3,6,1,1,0,0,0,0,0,8
incarcerate,To imprison; to confine in a jail or prison.,0,0,0,0,0,0,0,0,1,1,1,1,0,0,46589,9,0.176470588,8,0.2098,8,0.0009,5,0.1614,5,12,0.3408,12,0.0012,3.13,1628.728477,1048.440155,36099,21119,14980,11,16,4,3,1,2,3,358,937,2
reel,To incline in walking from one side to the other; to stagger.,0,0,0,0,0,0,0,0,1,9,3,6,2,0,6687134,101,1.980392157,132,3.4617,119,0.0132,200,6.4562,195,116,3.2939,108,0.0107,4.14,1100.486486,543.9456306,23163,15101,8062,4,7,1,1,0,0,0,0,0,3
shelve,To incline gradually; to be slopping.,0,0,0,0,0,0,0,0,1,2,1,2,1,0,141404,10,0.196078431,14,0.3671,14,0.0016,8,0.2582,7,21,0.5963,21,0.0021,4.41,1262.42,712.9771777,25354,21125,4229,6,7,1,1,0,0,0,0,0,2
cant,To incline; to set at an angle; to tilt over; to tip upon the edge.,0,0,0,0,0,0,0,0,1,6,5,5,2,0,8363193,847,16.60784314,434,11.3816,409,0.0455,8477,273.6441,8329,17,0.4827,17,0.0017,2.05,1521.346405,1175.681954,36143,40541,-4398,4,8,1,1,0,0,0,0,0,6
infield,To inclose as a field.,0,0,0,0,0,0,0,0,1,1,1,1,0,1,447615,24,0.470588235,22,0.5769,22,0.0024,91,2.9376,91,366,10.3929,351,0.0347,4,1528.648148,796.7889476,32366,27583,4783,7,10,2,2,0,2,0,358,0,21
encase,To inclose as in a case.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,84867,2,0.039215686,3,0.0787,3,0.0003,2,0.0646,2,7,0.1988,7,0.0007,2.59,1331.472393,915.7809749,34988,23330,11658,6,10,2,2,0,2,0,148,0,14
coffin,To inclose in or as in a coffin.,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1662468,456,8.941176471,203,5.3236,174,0.0193,65,2.0983,65,75,2.1297,72,0.0071,4.86,1148.339367,716.1396244,17660,7152,10508,6,8,2,1,0,0,0,0,0,1
urn,To inclose in or as in an urn; to inurn.,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1838000,88,1.725490196,39,1.0228,37,0.0041,17,0.5488,16,24,0.6815,23,0.0023,4.61,1259.846995,807.5086762,29011,15757,13254,3,6,1,1,0,0,0,0,0,1
hearse,To inclose in a hearse; to entomb.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,246067,71,1.392156863,31,0.813,28,0.0031,11,0.3551,11,41,1.1642,37,0.0037,4.85,1441.503937,957.5190816,40251,25895,14356,6,7,1,1,0,0,0,0,0,1
enshrine,To inclose in a shrine or chest; hence to preserve or cherish as something sacred.,0,0,0,0,0,0,0,0,1,2,2,2,0,0,68426,1,0.019607843,5,0.1311,5,0.0006,4,0.1291,4,19,0.5395,19,0.0019,2.72,1435.823529,1025.478282,44423,29680,14743,8,11,2,2,0,2,0,148,0,2
womb,To inclose in a womb or as in a womb; to breed or hold in secret.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1173095,176,3.450980392,226,5.9268,216,0.024,65,2.0983,65,39,1.1074,39,0.0039,4.37,1017.643902,557.2207073,21635,65,21570,4,7,1,1,0,0,0,0,0,1
corset,To inclose in corsets.,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1172480,45,0.882352941,91,2.3865,67,0.0075,26,0.8393,23,17,0.4827,17,0.0017,4.48,1193.695652,802.2997219,21884,16211,5673,6,9,2,1,0,0,0,0,0,1
bosom,To inclose or carry in the bosom; to keep with care; to take to heart; to cherish.,0,0,0,0,0,0,0,0,1,8,3,6,1,0,712863,159,3.117647059,64,1.6784,64,0.0071,12,0.3874,12,17,0.4827,16,0.0016,4.63,1295.257143,924.613599,38551,30255,8296,5,8,2,1,0,0,0,0,0,3
hedge,To inclose or separate with a hedge; to fence with a thickly set line or thicket of shrubs or small trees.,0,0,0,0,0,0,0,0,1,7,3,3,1,0,4041429,66,1.294117647,193,5.0614,177,0.0197,51,1.6463,47,386,10.9608,364,0.036,4.54,1086.82716,727.2539507,15473,8109,7364,5,8,1,1,0,0,0,0,0,4
enclose,To inclose.,0,0,0,0,0,0,0,0,1,4,4,4,4,0,1209007,17,0.333333333,35,0.9179,33,0.0037,0,0,0,27,0.7667,26,0.0026,2.96,1137.181818,784.9140979,10628,11918,-1290,7,11,2,2,0,2,0,148,0,16
circumference,To include in a circular space; to bound.,0,0,0,0,0,0,0,0,1,3,2,3,1,0,884474,38,0.745098039,47,1.2326,47,0.0052,17,0.5488,16,26,0.7383,22,0.0022,3.96,1454.038095,983.6962024,22559,3796,18763,13,14,4,2,0,6,0,20,0,2
wax,To increase in size; to grow bigger; to become larger or fuller; -- opposed to wane.,0,0,0,0,0,0,0,0,1,4,2,1,1,2,6472822,299,5.862745098,493,12.9288,397,0.0441,273,8.8127,254,150,4.2594,139,0.0138,4.97,1041.476,622.5487976,10372,3842,6530,3,7,1,1,0,0,0,0,0,9
swell,To increase the size bulk or dimensions of; to cause to rise dilate or increase.,0,0,0,0,0,0,0,0,1,11,2,4,2,0,2213445,594,11.64705882,159,4.1697,154,0.0171,147,4.7453,147,125,3.5495,124,0.0123,3.31,1138.9,886.7832788,16979,3554,13425,5,7,1,1,0,0,0,0,0,2
accrue,To increase; to augment.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,927430,4,0.078431373,18,0.472,18,0.002,6,0.1937,6,24,0.6815,24,0.0024,1.61,1249.490741,702.4328417,44747,31039,13708,6,8,2,1,0,0,0,0,0,1
indenture,To indent; to make hollows notches or wrinkles in; to furrow.,0,0,0,0,0,0,0,0,1,5,2,4,1,0,568576,2,0.039215686,5,0.1311,5,0.0006,1,0.0323,1,4,0.1136,4,0.0004,2.69,1735.967213,1173.686133,45028,24262,20766,9,13,3,3,1,2,3,358,98,9
delineate,To indicate by lines drawn in the form or figure of; to represent by sketch design or diagram; to sketch out; to portray; to picture; in drawing and engraving to represent in lines as with the pen pencil or graver; hence to represent with accuracy and minuteness.,0,0,0,0,0,0,0,0,1,6,4,5,3,1,417790,1,0.019607843,11,0.2885,11,0.0012,8,0.2582,8,8,0.2272,8,0.0008,1.72,1565.770833,1087.276361,38698,33543,5155,9,11,4,3,1,2,3,275,937,64
bode,To indicate by signs as future events; to be the omen of; to portend to presage; to foreshow.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,708009,21,0.411764706,42,1.1014,42,0.0047,51,1.6463,49,118,3.3507,113,0.0112,1.88,1574.71134,966.545987,47351,25571,21780,4,8,1,1,0,0,0,0,0,2
pox,To infect with the pox or syphilis.,0,0,0,0,0,0,0,0,1,2,1,2,2,0,612191,76,1.490196078,33,0.8654,31,0.0034,27,0.8716,27,24,0.6815,22,0.0022,3.74,1340.15528,831.0473705,34034,21974,12060,3,7,1,1,0,0,0,0,0,4
plague,To infest or afflict with disease calamity or natural evil of any kind.,0,0,0,0,0,0,0,0,1,7,3,5,1,0,2383845,391,7.666666667,297,7.7888,275,0.0306,100,3.2281,98,93,2.6408,90,0.0089,3.41,1043.43578,718.4763051,8027,7215,812,6,9,1,1,0,0,0,0,0,4
chastise,To inflict pain upon by means of stripes or in any other manner for the purpose of punishment or reformation; to punish as with stripes.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,90745,6,0.117647059,17,0.4458,17,0.0019,4,0.1291,4,12,0.3408,12,0.0012,2.68,1426.645669,947.6717797,42091,24162,17929,8,14,2,1,0,0,0,0,0,2
pine,To inflict pain upon; to torment; to torture; to afflict.,0,0,0,0,0,0,0,0,1,3,1,2,2,0,13842664,269,5.274509804,517,13.5582,471,0.0524,184,5.9397,182,687,19.508,642,0.0635,4.37,1040.022124,636.8134661,9051,7736,1315,4,8,1,1,0,0,0,0,0,4
lynch,To inflict punishment upon especially death without the forms of law as when a mob captures and hangs a suspected person.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4920597,199,3.901960784,158,4.1435,136,0.0151,205,6.6176,201,509,14.4535,457,0.0452,3.39,1594.989247,1148.934072,28776,15580,13196,5,9,1,1,0,0,0,0,0,1
earwig,To influence or attempt to influence by whispered insinuations or private talk.,0,0,0,0,0,0,0,0,1,1,0,1,1,0,45402,5,0.098039216,2,0.0524,2,0.0002,5,0.1614,5,1,0.0284,1,0.0001,4.78,1629.684211,990.4759946,43824,19864,23960,6,9,2,2,0,0,0,0,0,18
fascinate,To influence in an uncontrollable manner; to operate on by some powerful or irresistible charm; to bewitch; to enchant.,0,0,0,0,0,0,0,0,1,3,3,3,2,0,149252,27,0.529411765,33,0.8654,33,0.0037,35,1.1298,32,7,0.1988,7,0.0007,1.75,1287.672535,957.9844502,7251,8595,-1344,9,13,3,1,0,0,0,0,0,2
implicate,To infold; to fold together; to interweave.,0,0,0,0,0,0,0,0,1,2,1,2,0,0,261371,55,1.078431373,21,0.5507,21,0.0023,1,0.0323,1,24,0.6815,24,0.0024,1.68,1226.101818,775.4058677,7954,13567,-5613,9,14,3,3,1,2,0,358,0.010505175,957
shanty,To inhabit a shanty.,0,0,0,0,0,0,0,0,1,2,2,2,1,0,271114,23,0.450980392,33,0.8654,29,0.0032,7,0.226,7,5,0.142,5,0.0005,3.97,1321.173228,841.8456301,42824,25878,16946,6,9,2,1,0,0,0,0,0,2
dwell,To inhabit.,0,0,0,0,0,0,0,0,1,4,5,5,1,0,2014411,142,2.784313725,280,7.343,271,0.0301,125,4.0351,122,118,3.3507,118,0.0117,2.62,1118.734375,718.4758572,19757,6207,13550,5,7,1,1,0,0,0,0,0,3
heir,To inherit; to succeed to.,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1347595,266,5.215686275,163,4.2746,152,0.0169,17,0.5488,17,112,3.1803,111,0.011,3.21,1165.797927,989.3570543,29428,14825,14603,4,6,1,1,0,0,0,0,0,3
syringe,To inject by means of a syringe.,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1086828,86,1.68627451,40,1.049,31,0.0034,14,0.4519,14,39,1.1074,34,0.0034,4.81,1192.903226,697.5813902,26597,9383,17214,7,11,2,1,0,0,0,0,0,1
taint,To injure as a lance without breaking it; also to break as a lance but usually in an unknightly or unscientific manner.,0,0,0,0,0,0,0,0,1,3,1,1,1,1,375008,22,0.431372549,33,0.8654,33,0.0037,33,1.0653,33,41,1.1642,41,0.0041,2.19,1128.343558,569.2119024,31696,3875,27821,5,9,1,1,0,0,0,0,0,2
bruise,To injure as by a blow or collision without laceration; to contuse.,0,0,0,0,0,0,0,0,1,5,1,1,1,0,384157,128,2.509803922,87,2.2816,81,0.009,107,3.454,105,75,2.1297,73,0.0072,4.73,1132.71978,738.7011175,22016,8006,14010,6,8,1,1,0,0,0,0,0,2
frost,To injure by frost; to freeze as plants.,0,0,0,0,0,0,0,0,1,8,4,3,0,0,5940685,186,3.647058824,389,10.2015,348,0.0387,201,6.4884,195,294,8.3484,248,0.0245,4.56,1051.857143,621.7714112,6701,9591,-2890,5,8,1,1,0,0,0,0,0,13
vaccinate,To inoculate with the cowpox by means of a virus called vaccine taken either directly or indirectly from cows.,0,0,0,0,0,0,0,0,1,1,1,1,0,0,196520,5,0.098039216,16,0.4196,14,0.0016,3,0.0968,3,20,0.5679,20,0.002,3.37,1118.081395,564.5534694,11315,12603,-1288,9,14,3,2,1,0,3,0,937,3
enroll,To insert in a roil; to register or enter in a list or catalogue or on rolls of court; hence to record; to insert in records; to leave in writing.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4479470,34,0.666666667,61,1.5997,61,0.0068,77,2.4856,76,308,8.7459,302,0.0299,2.59,1081.138655,644.020836,13165,15222,-2057,6,10,2,1,0,0,0,0,0,1
graft,To insert scions from one tree or kind of tree etc. into another; to practice grafting.,0,0,0,0,0,0,0,0,1,5,3,3,2,0,1576259,71,1.392156863,40,1.049,34,0.0038,6,0.1937,6,46,1.3062,44,0.0044,3.4,1194.179688,577.1769394,37640,18490,19150,5,9,1,1,0,0,0,0,0,3
reinstall,To install again.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1096678,2,0.039215686,10,0.2622,10,0.0011,30,0.9684,29,8,0.2272,5,0.0005,2.76,1178.780303,603.7554501,9348,17316,-7968,9,14,3,3,0,4,0,857,0,7
gospel,To instruct in the gospel.,0,0,0,0,0,0,0,0,1,5,4,5,3,0,12572666,159,3.117647059,1297,34.0136,1026,0.1141,340,10.9755,325,380,10.7904,342,0.0339,3.82,1006.157407,476.2139086,11900,11378,522,6,10,2,1,0,0,0,0,0,1
indoctrinate,To instruct in the rudiments or principles of learning or of a branch of learning; to imbue with learning; to instruct in or imbue with principles or doctrines; to teach; -- often followed by in.,0,0,0,0,0,0,0,0,1,1,0,1,1,0,53748,3,0.058823529,11,0.2885,11,0.0012,1,0.0323,1,4,0.1136,4,0.0004,2,1399.216931,787.6695296,19480,19964,-484,12,17,4,3,1,2,3,358,937,6
insolence,To insult.,0,0,0,0,0,0,0,0,1,2,1,2,1,0,185708,45,0.882352941,11,0.2885,11,0.0012,5,0.1614,4,2,0.0568,2,0.0002,1.8,1259.707317,703.3834562,24462,19981,4481,9,11,3,1,0,0,0,0,0,1
misinterpret,To interpret erroneously; to understand or to explain in a wrong sense.,0,0,0,0,0,0,0,0,1,3,2,3,0,0,108247,17,0.333333333,16,0.4196,16,0.0018,6,0.1937,6,11,0.3124,10,0.001,2.03,1642.067873,1184.693574,19067,11246,7821,12,16,4,2,0,3,0,111,0,9
bully,To intimidate with threats and by an overbearing swaggering demeanor; to act the part of a bully toward.,0,0,0,0,0,0,0,0,1,4,1,2,1,0,1532418,197,3.862745098,313,8.2084,271,0.0301,376,12.1376,362,311,8.8311,291,0.0288,3.92,989.127551,497.7016912,9125,6885,2240,5,7,2,1,0,0,0,0,0,2
bulldoze,To intimidate; to restrain or coerce by intimidation or violence; -- used originally of the intimidation of negro voters in Louisiana.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,49313,14,0.274509804,11,0.2885,11,0.0012,2,0.0646,2,4,0.1136,4,0.0004,3.83,1545.671642,1079.757242,25634,10898,14736,8,11,2,2,0,0,0,0,0,24
shanghai,To intoxicate and ship (a person) as a sailor while in this condition.,0,0,0,0,0,0,0,0,1,2,1,1,0,0,7850915,246,4.823529412,156,4.0911,125,0.0139,67,2.1628,66,262,7.4397,249,0.0246,3.68,1576.084677,1054.589866,10170,22086,-11916,8,10,2,1,0,0,0,0,0,1
herald,To introduce or give tidings of as by a herald; to proclaim; to announce; to foretell; to usher in.,0,0,0,0,0,0,0,0,1,5,2,2,0,0,12020777,88,1.725490196,169,4.432,160,0.0178,136,4.3902,135,273,7.7521,260,0.0257,2.87,1236.252632,704.6201569,26623,18550,8073,6,10,2,1,0,0,0,0,0,3
preface,To introduce by a preface; to give a preface to.,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2461709,16,0.31372549,119,3.1208,117,0.013,12,0.3874,12,22,0.6247,22,0.0022,2.73,1168.891626,767.6595768,18067,12007,6060,7,9,2,2,0,3,0,135,0,29
insinuate,To introduce gently or slowly as by a winding or narrow passage or a gentle persistent movement.,0,0,0,0,0,0,0,0,1,2,1,2,0,0,87242,31,0.607843137,13,0.3409,13,0.0014,6,0.1937,6,5,0.142,5,0.0005,1.77,1386.052381,869.0603087,22762,18971,3791,9,16,4,1,0,0,0,0,0,2
innovate,To introduce novelties or changes; -- sometimes with in or on.,0,0,0,0,0,0,0,0,1,1,1,1,1,0,763429,4,0.078431373,33,0.8654,33,0.0037,99,3.1958,98,50,1.4198,50,0.0049,2.3,1115.411765,666.8312929,5859,3983,1876,8,12,3,1,0,0,0,0,0,4
usher,To introduce or escort as an usher forerunner or harbinger; to forerun; -- sometimes followed by in or forth.,0,0,0,0,0,0,0,0,1,4,3,2,1,0,4948609,83,1.62745098,95,2.4914,90,0.01,291,9.3937,288,151,4.2878,144,0.0143,4.38,1254.333333,850.2200822,26969,8134,18835,5,6,2,1,0,0,0,0,0,2
inaugurate,To introduce or induct into an office with suitable ceremonies or solemnities; to invest with power or authority in a formal manner; to install.,0,0,0,0,0,0,0,0,1,3,2,3,1,0,139672,4,0.078431373,3,0.0787,3,0.0003,0,0,0,7,0.1988,7,0.0007,2.63,1472.278075,958.6694956,24869,30575,-5706,10,16,4,3,1,2,3,358,937,5
prologue,To introduce with a formal preface or prologue.,0,0,0,0,0,0,0,0,1,1,0,1,0,0,867619,20,0.392156863,109,2.8585,90,0.01,28,0.9039,28,35,0.9939,35,0.0035,3,1069.073059,521.1084993,9319,8167,1152,8,11,2,2,0,3,0,119,0,215
confide,To intrust; to give in charge; to commit to one's keeping; -- followed by to.,0,0,0,0,0,0,0,0,1,2,1,2,2,0,186636,97,1.901960784,33,0.8654,32,0.0036,12,0.3874,12,11,0.3124,10,0.001,1.81,1193.702857,764.5496554,29062,10539,18523,7,11,2,1,0,0,0,0,0,10
rehabilitate,To invest or clothe again with some right authority or dignity; to restore to a former capacity; to reinstate; to qualify again; to restore as a delinquent to a former right rank or privilege lost or forfeited; -- a term of civil and canon law.,0,0,0,0,0,0,0,0,1,3,0,3,0,1,482177,21,0.411764706,22,0.5769,21,0.0023,6,0.1937,6,63,1.7889,63,0.0062,1.76,1410.200873,886.25254,10563,5300,5263,12,17,5,2,0,2,0,499,0,3
dignify,To invest with dignity or honor; to make illustrious; to give distinction to; to exalt in rank; to honor.,0,0,0,0,0,0,0,0,1,2,1,2,0,0,48723,30,0.588235294,8,0.2098,8,0.0009,3,0.0968,3,5,0.142,5,0.0005,1.71,1205.788793,814.1643756,16774,5206,11568,7,13,3,2,1,0,3,0,153,8
impersonate,To invest with personality; to endow with the form of a living being.,0,0,0,0,0,0,0,0,1,3,2,3,1,0,253426,28,0.549019608,13,0.3409,13,0.0014,11,0.3551,11,9,0.2556,9,0.0009,2.88,1319,667.9506282,12788,16973,-4185,11,16,4,3,1,2,3,358,937,24
damn,To invoke damnation; to curse.,0,0,0,0,0,0,0,0,1,4,1,1,0,1,11016467,5055,99.11764706,1906,49.9845,1833,0.2038,11966,386.2717,11695,225,6.3891,219,0.0217,2,1095.700389,711.0858332,6402,1640,4762,4,6,1,1,0,0,0,0,0,8
